index,product,category,sub_category,brand,sale_price,market_price,type,rating,description
16817,Bye Bye Blemishes Face Cream 30ml +Bye Bye Dark Circles -Cucumber & Peptide 20ml,Beauty & Hygiene,Skin Care,Mamaearth,848.0,848.0,Face Care,,"Bye Bye Blemishes Face Cream - For Pigmentation & Blemish RemovalMamaearthÃ¢â€šÂ¬Ã¢â€žÂ¢s Bye Bye Blemishes cream is an effective cream enriched with Mulberry Extract, Daisy Flower Extract, and Vitamin C. Its unique and natural formulation prevents melanin synthesis and gives you soft and glowing skin. It reduces pigmentation by restricting melanin deposits that appear as dark spots, patches, and hyper-pigmentation, thereby offering an even skin tone. It also has anti-bacterial and anti-fungal properties. It is non-greasy and gets absorbed by the skin quickly. The cream is dermatologically tested and can be used on oily, normal, dry, combination and sensitive skin. The product has no harsh chemicals and is free of SLS, Parabens and Mineral Oils.Bye Bye Dark Circles - Under Eye Cream For Dark Circles, With Cucumber & PeptideTiring days and sleepless nights can harm your beautiful eyes and make you look dull and tired with those stubborn dark circles. Whatever the reason for your dark circles may be - melanin deposit, iron deposit, stress, pollution or sleepless nights, Mamaearth Bye Bye Dark Circles Eye Cream is here to help you rejuvenate your eyes with the goodness of natural ingredients. Cucumber, which is known for its cooling and skin lightening properties, it soothes under-eye skin and reduces dark circles, Hawkweed Extract, Peptides & Daisy Flower Extract, just like magic, reduce melanin deposition in the skin to a great extent, which ultimately reduces the visibility of dark circles."
16856,Milk Delights Face Wash With Rose For Sensitive Skin,Beauty & Hygiene,Skin Care,Nivea,131.25,175.0,Face Care,4.2,"Presenting New Nivea Milk Delights Face Wash which has the goodness of milk proteins and caring rosewater. Formulated specifically for the sensitive skin type, it gives you healthy-looking skin. 
It cleans the face from within making it healthy and dirt-free."
16968,Casting Crème Gloss Small Pack,Beauty & Hygiene,Hair Care,Loreal Paris,189.05,199.0,Hair Color,4.3,"L'Oreal Paris Casting Crème Gloss - now in a small pack at just Rs. 199! Casting Creme Gloss is a no ammonia hair colorant that gives your hair visible shimmering tones, glossy shine and covers greys. It gives natural-looking colour with visible shimmering tones and a glossy shine. Gives you the richness of natural color that lasts up to 28 shampoos. Gentle, caring conditioner to provide nourished, satin soft, voluptuous hair. Easy, clean and pleasurable application with the non-drip crème formula in just 20 minutes, works well even for beginners. The delicate fragrance makes colouring a luxurious treat."
17065,Antox Vit-C Formula+ 30 ml + Pigmentation Reducing Complex 30 ml,Beauty & Hygiene,Skin Care,Kaya Clinic,1950.0,3000.0,Face Care,,"Flaunt youthful skin with the kaya antox Vit-C + Formula. This non-oily, easy absorbing anti-oxidant gel is endowed to reduce premature skin ageing. It protects the skin against environmental assault, the delays appearance of dark spots, fine lines and wrinkles to give a youthful look. Formula researched and developed by dermatologists.
Developed by kaya dermatologists, pigmentation reducing complex is a light-textured, a fast-absorbing cream which helps to reduce dark spots, age spots, tanning and pigmentation marks that are resistant and has been there for a long time. It contains highly potent actives like azelaic acid and phytic acid which are proven tyrosinase inhibitors. The actives not only help to reduce the spots but also prevent further darkening of the skin. Hydrating nature of the actives improves the feel of the skin and keeps it soft and healthy."
17084,Absolute Bi-Phased Make-Up Remover,Beauty & Hygiene,Makeup,Lakme,225.0,300.0,Face,4.1,"Step up your cleansing routine with the Lakme Absolute Bi-Phased Makeup Remover. The Lakme Absolute Bi-Phased Make-up Remover is a unique formulation which works in two ways- the oil phase lifts off makeup while the water phase refreshes and conditions skin without leaving any stickiness. The Lakme Absolute Bi-Phased Make-up Remover is dermatologically tested and is suitable for sensitive skin too! The Lakme Absolute Bi-Phased Makeup Remover removes all traces of makeup effortlessly from the face, leaving the skin feeling fresh and hydrated. The Lakme Absolute Bi-Phased Makeup Remover combines the cleansing properties of oil with the refreshing properties of water to give you a wholesome purifying experience."
17099,Facial Kit - Pearl White,Beauty & Hygiene,Skin Care,BIOTIQUE,187.5,250.0,Face Care,4.1,"A pearl facial works best for peeps whose natural skin glow is hiding behind the tan. With ingredients like natural pearl powder found in this facial kit, it brightens the skin as well. Pearl powder is known to break down dead skin and peel it to reveal naturally glowing, soft skin in one use. Pearl facial kit also helps in tightening the pores, which will make it hard for dirt and germs to settle down and give the skin problems."
17121,Refreshing Body Oil With Terai Mint & Sugandhara,Beauty & Hygiene,Skin Care,Fiama,399.0,399.0,Aromatherapy,,"Fiama refreshing Body Oil with Terai Mint & Sugandhara is here to awaken your senses. Uplift your mood & bring back the joy of bathing. That's what terai mint & sugandhara were meant to do- awaken senses and uplift mood. Your skin is energised & refreshed. Use it every day and get softer, smoother, hydrated skin that glows. It is dermatologist tested to be safe on the skin, paraben & silicone free."
17213,Absolute Hydra Pro Overnight Gel,Beauty & Hygiene,Skin Care,Lakme,616.25,725.0,Face Care,3.3,"Feel an instant rush of hydration with Lakme Hydra Pro Range. Wake up to hydrated, Plump Skin! Lakme Absolute Hydra Pro Overnight Gel helps boosts skin’s hydration ability while you’re asleep. So you wake up to plump, hydrated skin that’s ready for the day. The luxurious gel formula is infused with advanced Ha-Penta complex & Hyaluronic acid. Hyaluronic acid is the revolutionary water bank molecule for skin and Pentavitin is proven to hydrate skin deeply. For Superior results use Lakme Absolute Hydra Pro Gel Creme during the day and Hydra Pro Overnight gel before going to bed to get supple and fresh-looking skin."
17455,Revitalift Moisturizing Night Cream,Beauty & Hygiene,Skin Care,Loreal Paris,845.0,845.0,Face Care,3.4,"L'Oreal Paris Revitalift Night Cream and face moisturizer is enriched with anti-ageing elements that reduce fine lines and wrinkles, boost skin firmness, youthfulness, radiance and enhance the skin regeneration process overnight. A powerful anti-ageing night cream created by L'Oreal Skincare Laboratories for overnight anti-ageing benefits for a younger look. Hydrates the skin and boosts regeneration for a fresh and radiant look overnight. Dermalift Technology, Pro-Retinol A and Centella Asiatica to re-firm, restore & revitalize the skin.Dermatologically tested. Suited for oily, dry and all skin types."
17486,Tea Tree Anti Dandruff Shampoo - With Tea Tree & Ginger Oil,Beauty & Hygiene,Hair Care,Mamaearth,349.0,349.0,Shampoo & Conditioner,4.1,"Stimulate and renew your hair with an outlandish mix of Tea Tree and Ginger Oil that helps in reducing itch & irritation while contributing to the health and cleanliness of the scalp and soothing dryness and itchiness. Mamaearth Tea Tree Shampoo is made using natural ingredients and makes sure that dandruff and excess oil is gently worked on & removed. It helps soothe irritating, oily, and flaky scalp by controlling dandruff; thus, giving you an itch-free healthy scalp and nourished hair. Vitamin E present in this shampoo helps maintain hair growth while promoting blood circulation, preventing breakage and deeply moisturizing hair. Safe for coloured & chemically treated hair, this shampoo is free of harmful chemicals and toxins such as Silicones, Parabens, Mineral Oil, & Dyes."
17520,Dusting Powder For Babies,Baby Care,Baby Bath & Hygiene,Mamaearth,199.0,199.0,Baby Powder,4.4,"Hi! I am Mamaearths dermatologically tested 100% natural, no lung-clogging, talc-free body dusting powder. Organic and natural ingredients in me help babies skin retain moisture while treating and preventing diaper rash. Organic Oatmeal in me is a skin protectant. It prevents dry, itchy and irritated skin by maintaining skins moisture barrier. Natural cornstarch in me helps absorb extra moisture and is antimicrobial. I am safe for your baby as I am dermatologically tested and I contain no harmful chemicals like talc, SLS, paraben, phthalates, or artificial fragrances."
17556,Bio Royal Saffron,Beauty & Hygiene,Fragrances & Deos,BIOTIQUE,524.25,699.0,Eau De Parfum,1.4,"This floral explosion releases a profusion of flowers that has the power to make everything seem more positive. Magically evocative notes immediately awaken your deepest senses, giving you the impression of living life in your own secret garden, away from reality. The mixture of saffron, jasmine and tuberose gives you a soul-soothing fragrance that will linger with you all through the day."
17566,Onion Shampoo For Hair Growth & Hair Fall Control - Onion Oil & Plant Keratin,Beauty & Hygiene,Hair Care,Mamaearth,349.0,349.0,Shampoo & Conditioner,3.9,"Stress, pollution & unhealthy lifestyle choices can lead to many hair troubles - hair fall being the most common one. Mamaearth's Onion Hair Shampoo helps you combat this problem. Onion Oil, rich in Sulphur, Potassium & antioxidants, reduces hair fall & accelerates hair growth. Plant Keratin replenishes and strengthens hair, repairing its natural structure. It makes hair smooth and frizz-free. Safe for coloured & chemically treated hair, this shampoo is free of harmful chemicals & toxins such as Silicones, Parabens, Mineral Oil & Dyes."
17572,"Hair Conditioner - No More Tangles, Silicone/Paraben free",Beauty & Hygiene,Hair Care,Mamaearth,349.0,349.0,Shampoo & Conditioner,4.3,"Frizz & Tangles can damage your hair, increase breakage and cause split-ends. Hi! I am Mamaearths No More Tangles Conditioner and I am here to help. I have a combination of the most efficacious natural ingredients that will nourish your hair from root to tip. I have Milk Protein to give you naturally soft and silky hair. Vitamin B5 strengthens hair follicles and helps your scalp get rid of dead skin. Cocoa butter moisturises the hair making them soft and shiny. I naturally stimulate hair growth while calming the nerves of the head and scalp to reduce inflammation and hair loss. Use me to frizz-free and easily manageable hair."
17594,Orange Toothpaste For Kids,Baby Care,Baby Bath & Hygiene,Mamaearth,149.0,149.0,Baby Oral Care,4.3,"Mamaearth brings to you this awesome orange toothpaste. It is SLS free and completely safe for your baby’s teeth. Fluoride ensures that your baby’s teeth are strengthened from the very time they learn to spit the foam out. This toothpaste ensures removal of plaque and tastes awesome. Thoughtfully formulated with high-quality ingredients like Xylitol and Stevia, it is sure to strengthen your little one's gums and maintain complete oral hygiene."
17610,"Face Care Kit - Face Toner, Face Wash & Body Lotion",Beauty & Hygiene,Skin Care,Mamaearth,1047.0,1047.0,Face Care,,"They say good skin comes to those who tone regularly with a natural toner and we couldn't agree more. Supercharged with the goodness of Rose Water and Witch Hazel, our Rose Face Toner targets open pores while detoxifying skin and giving it a natural glow. Cleanse your face, follow it up with our soothing toner and you'll be perfectly prepped for serum and moisturizer. We are sure, you'll be hooked from the very first swipe. Mamaearth Rose Face Toner is suitable for all skin types & free of alcohol & harmful toxins such as Parabens, Mineral Oil, Silicones, etc.
Hi! I am Mamaearths SLS and Paraben free Tea Tree Face Wash. I am a natural blend of neem and tea tree oil. I help prevent acne by deep cleaning impurities, fighting bacteria and controlling excess oil secretion, without stripping the skin off its natural oils. Aloe Vera in me helps reduce redness and inflammation. Dermatologically tested and pH balanced, I take gentle care of your skin making it look healthy and glowing. I am absolutely safe since I contain no harmful chemicals like SLES, sulfates, phthalates and artificial fragrances
Score a perfect ten when it comes to hydrated skin with your newest #skincrush - Rose Body Lotion. A delicious smelling, super light but hydrating body lotion, it’s a sensorial treat for your skin. The Rose Body Lotion is crafted with the fresh goodness of Rose Water and Milk. Rose Water, packed with antioxidants, soothes the skin while Milk locks in the moisture that Shea Butter and Olive Oil provide. It will make your skin soft, supple and hydrated. With this body lotion, make dryness a thing of the past and flaunt moisturized skin that gleams. Mamaearth Rose Body Lotion is suitable for oily skin & free of alcohol & harmful toxins such as Parabens, Mineral Oil, Silicones, etc."
